Donation_ID,Donor_ID,Food_Category,Quantity_KG,Donation_Date,Pickup_Location,Pickup_Time,Expiry_Hours,Status,Estimated_Meals,Status_Clean,NGO_ID,Delivery_Status,Claim_Date,Claim_Count,Total_Claimed_KG,Delivered_Claim_Count,Delivered_Quantity_KG,Average_Pickup_Delay_Min,Donor_Name,Donor_Type,City,NGO_Name,City_NGO,Service_Area,Beneficiaries_Served_Monthly,Volunteer_Count,Active,Month,Year
DON606432,DNR502603,Packaged Food,21.38,2026-06-27,Jaipur,Afternoon,29.7,Delivered,47,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2604,Restaurant,Delhi NCR,,,,,,,2026-06,2026
DON600015,DNR504105,Bakery,28.15,2026-06-27,Jaipur,Afternoon,45.4,Claimed,62,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4106,Restaurant,Remote,,,,,,,2026-06,2026
DON600489,DNR510409,Cooked Meals,20.72,2026-06-27,Bengaluru,Evening,21.2,Delivered,46,delivered,NGO701338,Delivered,2026-07-01,3.0,73.15,2.0,38.31,21.666666666666668,Donor 10410,Restaurant,Mumbai,Community NGO 1339,Kolkata,East,1551.0,26.0,Yes,2026-06,2026
DON608681,DNR510986,Catering Surplus,32.17,2026-06-27,Bengaluru,Evening,35.1,Wasted,71,wasted,NGO703352,Picked Up,2026-01-08,1.0,39.87,0.0,0.0,39.0,Donor 10987,Restaurant,Remote,Community NGO 3353,Hyderabad,Central,1104.0,37.0,No,2026-06,2026
DON602678,DNR505221,Fruits & Vegetables,40.87,2026-06-27,Hyderabad,Evening,20.8,Wasted,90,wasted,NGO708763,Requested,2026-03-16,1.0,25.75,0.0,0.0,14.0,Donor 5222,Hotel,Pune,Community NGO 8764,Hyderabad,East,2522.0,9.0,Yes,2026-06,2026
DON617684,DNR509904,Fruits & Vegetables,43.75,2026-06-27,Remote,Afternoon,30.2,Picked Up,96,picked up,NGO705993,Requested,2026-05-24,3.0,74.11,1.0,22.28,54.0,Donor 9905,Cafeteria,Chennai,Community NGO 5994,Ahmedabad,South,2801.0,21.0,Yes,2026-06,2026
DON619408,DNR510883,Bakery,25.68,2026-06-27,Chennai,Morning,16.5,Delivered,56,delivered,NGO705907,Picked Up,2026-06-14,1.0,45.48,0.0,0.0,30.0,Donor 10884,Hotel,Remote,Community NGO 5908,Pune,West,331.0,38.0,No,2026-06,2026
DON608875,DNR500660,Fruits & Vegetables,7.58,2026-06-27,Jaipur,Evening,34.4,Available,17,available,NGO706536,Picked Up,2026-05-13,1.0,30.62,0.0,0.0,61.0,Donor 661,Cafeteria,Bengaluru,Community NGO 6537,Hyderabad,Central,1770.0,12.0,Yes,2026-06,2026
DON617828,DNR502621,Cooked Meals,18.4,2026-06-27,Bengaluru,Night,22.4,Claimed,40,claimed,NGO708082,Picked Up,2026-06-30,2.0,83.29,0.0,0.0,48.5,Donor 2622,Restaurant,Hyderabad,Community NGO 8083,Hyderabad,South,1551.0,19.0,Yes,2026-06,2026
DON602668,DNR509900,Cooked Meals,12.16,2026-06-27,Jaipur,Afternoon,23.5,Wasted,27,wasted,NGO706388,Delivered,2026-04-26,1.0,16.43,1.0,16.43,44.0,Donor 9901,Grocery Store,Chennai,Community NGO 6389,Pune,East,2300.0,39.0,Yes,2026-06,2026
DON608936,DNR509682,Beverages,36.13,2026-06-27,Pune,Afternoon,3.1,Available,79,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9683,Bakery,Jaipur,,,,,,,2026-06,2026
DON605859,DNR507443,Fruits & Vegetables,37.31,2026-06-27,Bengaluru,Night,9.3,Delivered,82,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7444,Event,Jaipur,,,,,,,2026-06,2026
DON619388,DNR504124,Catering Surplus,10.39,2026-06-27,Delhi NCR,Evening,19.5,Claimed,23,claimed,NGO707883,Picked Up,2026-07-24,3.0,76.91,0.0,0.0,29.333333333333332,Donor 4125,Bakery,Chennai,Community NGO 7884,Pune,West,345.0,18.0,No,2026-06,2026
DON605002,DNR501062,Dairy,21.13,2026-06-27,Delhi NCR,Evening,21.0,Wasted,46,wasted,NGO706870,Delivered,2026-02-13,1.0,33.03,1.0,33.03,63.0,Donor 1063,Household,Kolkata,Community NGO 6871,Chennai,South,2341.0,13.0,Yes,2026-06,2026
DON605539,DNR509342,Bakery,17.58,2026-06-27,Delhi NCR,Night,2.0,Available,39,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9343,Cafeteria,Delhi NCR,,,,,,,2026-06,2026
DON612758,DNR506791,Bakery,93.41,2026-06-27,Hyderabad,Night,21.1,Delivered,206,delivered,NGO708982,Delivered,2026-07-23,2.0,55.66,1.0,17.36,45.5,Donor 6792,Cafeteria,Kolkata,Community NGO 8983,Ahmedabad,West,740.0,57.0,Yes,2026-06,2026
DON602865,DNR509339,Cooked Meals,77.09,2026-06-27,Delhi NCR,Morning,14.2,Delivered,170,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9340,Restaurant,Bengaluru,,,,,,,2026-06,2026
DON615849,DNR502550,Cooked Meals,19.59,2026-06-27,Delhi NCR,Morning,11.5,Expired,43,expired,NGO706055,Assigned,2026-06-17,3.0,39.41,1.0,8.55,40.0,Donor 2551,Restaurant,Pune,Community NGO 6056,Remote,South,2811.0,7.0,Yes,2026-06,2026
DON616727,DNR502750,Rice & Grains,21.88,2026-06-27,Kolkata,Morning,9.3,Picked Up,48,picked up,NGO707875,Picked Up,2026-01-06,2.0,38.769999999999996,1.0,16.24,72.5,Donor 2751,Cafeteria,Mumbai,Community NGO 7876,Chennai,East,972.0,58.0,Yes,2026-06,2026
DON606893,DNR509016,Packaged Food,17.54,2026-06-27,Remote,Morning,2.0,Claimed,39,claimed,NGO705085,Picked Up,2026-01-19,1.0,18.28,0.0,0.0,5.0,Donor 9017,Restaurant,Ahmedabad,Community NGO 5086,Mumbai,West,1037.0,76.0,Yes,2026-06,2026
DON608356,DNR507803,Cooked Meals,38.63,2026-06-27,Ahmedabad,Evening,18.7,Expired,85,expired,NGO705757,Delivered,2026-02-25,1.0,3.07,1.0,3.07,5.0,Donor 7804,Event,Kolkata,Community NGO 5758,Mumbai,Central,74.0,21.0,No,2026-06,2026
DON612869,DNR505613,Bakery,12.67,2026-06-27,Bengaluru,Evening,9.3,Available,28,available,NGO701182,Delivered,2026-06-21,2.0,44.21,1.0,28.09,30.5,Donor 5614,Household,Bengaluru,Community NGO 1183,Kolkata,Citywide,923.0,19.0,Yes,2026-06,2026
DON617148,DNR511183,Catering Surplus,30.17,2026-06-27,Chennai,Night,5.1,Claimed,66,claimed,NGO702006,Delivered,2026-03-07,1.0,8.39,1.0,8.39,21.0,Donor 11184,Hotel,Chennai,Community NGO 2007,Delhi NCR,Central,2655.0,2.0,Yes,2026-06,2026
DON610620,DNR501118,Snacks,29.12,2026-06-27,Bengaluru,Afternoon,2.0,Delivered,64,delivered,NGO703615,Assigned,2026-04-04,2.0,35.5,1.0,31.94,43.5,Donor 1119,Grocery Store,Ahmedabad,Community NGO 3616,Chennai,North,2909.0,45.0,Yes,2026-06,2026
DON616682,DNR511267,Cooked Meals,24.98,2026-06-27,Remote,Evening,13.2,Claimed,55,claimed,NGO701628,Delivered,2026-03-30,1.0,20.54,1.0,20.54,22.0,Donor 11268,Grocery Store,Mumbai,Community NGO 1629,Ahmedabad,Citywide,1845.0,32.0,Yes,2026-06,2026
DON610959,DNR507928,Cooked Meals,11.88,2026-06-27,Jaipur,Afternoon,45.4,Wasted,26,wasted,NGO701415,Picked Up,2026-05-05,1.0,28.53,0.0,0.0,67.0,Donor 7929,Restaurant,Delhi NCR,Community NGO 1416,Delhi NCR,Central,1804.0,63.0,Yes,2026-06,2026
DON615901,DNR504488,Cooked Meals,27.49,2026-06-27,Ahmedabad,Afternoon,40.6,Picked Up,60,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4489,Cafeteria,Bengaluru,,,,,,,2026-06,2026
DON600499,DNR504844,Bakery,16.21,2026-06-27,Mumbai,Night,8.0,Delivered,36,delivered,NGO707435,Delivered,2026-03-13,1.0,30.45,1.0,30.45,16.0,Donor 4845,Restaurant,Jaipur,Community NGO 7436,Delhi NCR,East,973.0,32.0,Yes,2026-06,2026
DON603513,DNR500343,Snacks,34.07,2026-06-27,Remote,Night,34.5,Delivered,75,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 344,Grocery Store,Pune,,,,,,,2026-06,2026
DON617558,DNR509271,Snacks,41.59,2026-06-27,Delhi NCR,Night,4.7,Delivered,91,delivered,NGO706998,Delivered,2026-05-29,1.0,25.91,1.0,25.91,38.0,Donor 9272,Cafeteria,Kolkata,Community NGO 6999,Delhi NCR,East,1465.0,19.0,Yes,2026-06,2026
DON605188,DNR504420,Dairy,37.25,2026-06-27,Kolkata,Afternoon,6.9,Delivered,82,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4421,Restaurant,Mumbai,,,,,,,2026-06,2026
DON609099,DNR503836,Bakery,26.62,2026-06-27,Bengaluru,Evening,23.6,Available,59,available,NGO701676,Requested,2026-04-19,1.0,18.16,0.0,0.0,42.0,Donor 3837,Cafeteria,Chennai,Community NGO 1677,Bengaluru,Citywide,1368.0,23.0,Yes,2026-06,2026
DON603444,DNR503385,Cooked Meals,42.12,2026-06-27,Ahmedabad,Evening,11.8,Wasted,93,wasted,NGO703097,Delivered,2026-01-19,1.0,27.96,1.0,27.96,28.0,Donor 3386,Restaurant,Mumbai,Community NGO 3098,Remote,East,139.0,18.0,Yes,2026-06,2026
DON613161,DNR510676,Catering Surplus,11.43,2026-06-27,Kolkata,Afternoon,19.2,Delivered,25,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10677,Restaurant,Chennai,,,,,,,2026-06,2026
DON609488,DNR507760,Rice & Grains,12.89,2026-06-27,Ahmedabad,Afternoon,12.5,Expired,28,expired,NGO703150,Picked Up,2026-05-25,1.0,34.02,0.0,0.0,56.0,Donor 7761,Event,Ahmedabad,Community NGO 3151,Remote,North,1793.0,5.0,Yes,2026-06,2026
DON601969,DNR506348,Other,39.54,2026-06-27,Pune,Afternoon,18.8,Available,87,available,NGO701699,Assigned,2026-05-18,1.0,10.67,0.0,0.0,5.0,Donor 6349,Event,Remote,Community NGO 1700,Delhi NCR,West,746.0,38.0,No,2026-06,2026
DON610072,DNR506635,Cooked Meals,17.48,2026-06-27,Chennai,Afternoon,32.8,Picked Up,38,picked up,NGO704212,Picked Up,2026-04-20,1.0,6.89,0.0,0.0,67.0,Donor 6636,Cafeteria,Ahmedabad,Community NGO 4213,Bengaluru,South,1056.0,11.0,Yes,2026-06,2026
DON610071,DNR507288,Fruits & Vegetables,23.59,2026-06-27,Remote,Evening,29.4,Expired,52,expired,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7289,Bakery,Remote,,,,,,,2026-06,2026
DON616857,DNR508098,Rice & Grains,17.13,2026-06-27,Remote,Afternoon,15.9,Picked Up,38,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8099,Household,Pune,,,,,,,2026-06,2026
DON600336,DNR509718,Cooked Meals,28.28,2026-06-27,Mumbai,Evening,2.0,Claimed,62,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9719,Household,Pune,,,,,,,2026-06,2026
DON619514,DNR506188,Packaged Food,8.35,2026-06-27,Hyderabad,Evening,20.6,Picked Up,18,picked up,NGO706741,Picked Up,2026-05-18,1.0,28.68,0.0,0.0,22.0,Donor 6189,Grocery Store,Pune,Community NGO 6742,Pune,Citywide,420.0,31.0,Yes,2026-06,2026
DON611348,DNR500582,Packaged Food,37.46,2026-06-27,Kolkata,Afternoon,20.0,Picked Up,82,picked up,NGO706228,Delivered,2026-02-08,2.0,22.4,2.0,22.4,23.0,Donor 583,Event,Pune,Community NGO 6229,Jaipur,Central,392.0,65.0,Yes,2026-06,2026
DON615391,DNR510629,Rice & Grains,14.63,2026-06-27,Jaipur,Afternoon,15.6,Delivered,32,delivered,NGO702240,Requested,2026-05-17,1.0,23.7,0.0,0.0,57.0,Donor 10630,Cafeteria,Mumbai,Community NGO 2241,Delhi NCR,Citywide,1323.0,15.0,Yes,2026-06,2026
DON606753,DNR509806,Cooked Meals,7.71,2026-06-27,Hyderabad,Afternoon,8.8,Delivered,17,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9807,Hotel,Chennai,,,,,,,2026-06,2026
DON607801,DNR504130,Catering Surplus,5.74,2026-06-27,Kolkata,Afternoon,37.6,Delivered,13,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4131,Grocery Store,Bengaluru,,,,,,,2026-06,2026
DON605512,DNR511627,Beverages,11.65,2026-06-27,Mumbai,Evening,2.0,Picked Up,26,picked up,NGO708199,Picked Up,2026-02-22,1.0,15.82,0.0,0.0,5.0,Donor 11628,Restaurant,Pune,Community NGO 8200,Delhi NCR,Citywide,1203.0,69.0,Yes,2026-06,2026
DON605703,DNR502680,Rice & Grains,7.54,2026-06-27,Jaipur,Morning,5.5,Claimed,17,claimed,NGO707568,Delivered,2026-04-21,2.0,49.84,1.0,31.24,54.0,Donor 2681,Hotel,Kolkata,Community NGO 7569,Chennai,East,1286.0,11.0,Yes,2026-06,2026
DON613792,DNR510250,Cooked Meals,15.22,2026-06-27,Hyderabad,Morning,24.3,Delivered,33,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10251,Grocery Store,Hyderabad,,,,,,,2026-06,2026
DON607858,DNR510162,Cooked Meals,8.35,2026-06-27,Kolkata,Afternoon,2.0,Delivered,18,delivered,NGO701062,Requested,2026-02-08,1.0,18.32,0.0,0.0,37.0,Donor 10163,Cafeteria,Chennai,Community NGO 1063,Jaipur,South,2733.0,59.0,Yes,2026-06,2026
DON616113,DNR508321,Cooked Meals,23.08,2026-06-27,Ahmedabad,Afternoon,11.8,Delivered,51,delivered,NGO702045,Requested,2026-04-06,1.0,15.43,0.0,0.0,33.0,Donor 8322,Restaurant,Jaipur,Community NGO 2046,Kolkata,Citywide,2129.0,42.0,Yes,2026-06,2026
DON613542,DNR502729,Dairy,12.52,2026-06-27,Remote,Afternoon,11.5,Claimed,28,claimed,NGO706950,Delivered,2026-03-19,1.0,71.01,1.0,71.01,38.0,Donor 2730,Household,Chennai,Community NGO 6951,Pune,East,686.0,32.0,Yes,2026-06,2026
DON612588,DNR510191,Fruits & Vegetables,30.94,2026-06-27,Chennai,Evening,10.4,Picked Up,68,picked up,NGO701442,Cancelled,2026-03-09,1.0,11.63,0.0,0.0,42.0,Donor 10192,Bakery,Kolkata,Community NGO 1443,Jaipur,West,1419.0,51.0,Yes,2026-06,2026
DON602995,DNR503187,Dairy,32.21,2026-06-27,Mumbai,Evening,27.2,Picked Up,71,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3188,Bakery,Mumbai,,,,,,,2026-06,2026
DON609173,DNR509143,Snacks,8.62,2026-06-28,Kolkata,Evening,12.6,Picked Up,19,picked up,NGO707598,Cancelled,2026-02-24,1.0,22.73,0.0,0.0,57.0,Donor 9144,Hotel,Ahmedabad,Community NGO 7599,Jaipur,Central,1378.0,55.0,Yes,2026-06,2026
DON616389,DNR503489,Dairy,23.85,2026-06-28,Hyderabad,Afternoon,16.1,Available,52,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3490,Bakery,Chennai,,,,,,,2026-06,2026
DON600284,DNR504666,Rice & Grains,22.39,2026-06-28,Bengaluru,Morning,15.6,Delivered,49,delivered,NGO704740,Assigned,2026-07-26,1.0,15.06,0.0,0.0,8.0,Donor 4667,Event,Mumbai,Community NGO 4741,Delhi NCR,South,1847.0,5.0,Yes,2026-06,2026
DON606828,DNR511052,Snacks,29.98,2026-06-28,Jaipur,Morning,5.2,Claimed,66,claimed,NGO704353,Delivered,2026-05-24,1.0,17.24,1.0,17.24,5.0,Donor 11053,Restaurant,Pune,Community NGO 4354,Remote,North,2205.0,25.0,No,2026-06,2026
DON613343,DNR505301,Other,11.19,2026-06-28,Mumbai,Evening,28.5,Picked Up,25,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 5302,Restaurant,Delhi NCR,,,,,,,2026-06,2026
DON616567,DNR507618,Rice & Grains,12.53,2026-06-28,Ahmedabad,Evening,28.5,Delivered,28,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7619,Grocery Store,Chennai,,,,,,,2026-06,2026
DON611255,DNR506026,Bakery,26.73,2026-06-28,Jaipur,Evening,31.5,Available,59,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6027,Household,Hyderabad,,,,,,,2026-06,2026
DON615187,DNR510313,Cooked Meals,48.03,2026-06-28,Kolkata,Evening,22.2,Wasted,106,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10314,Hotel,Delhi NCR,,,,,,,2026-06,2026
DON600891,DNR511570,Bakery,31.28,2026-06-28,Pune,Morning,18.7,Delivered,69,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11571,Restaurant,Bengaluru,,,,,,,2026-06,2026
DON616844,DNR502291,Catering Surplus,38.2,2026-06-28,Hyderabad,Night,26.6,Picked Up,84,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2292,Household,Kolkata,,,,,,,2026-06,2026
DON618609,DNR505282,Fruits & Vegetables,33.47,2026-06-28,Ahmedabad,Morning,15.1,Delivered,74,delivered,NGO705536,Picked Up,2026-05-26,1.0,11.3,0.0,0.0,18.0,Donor 5283,Household,Hyderabad,Community NGO 5537,Mumbai,Central,954.0,79.0,Yes,2026-06,2026
DON601641,DNR511927,Bakery,23.63,2026-06-28,Remote,Afternoon,15.5,Delivered,52,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11928,Event,Jaipur,,,,,,,2026-06,2026
DON608264,DNR502789,Cooked Meals,30.69,2026-06-28,Hyderabad,Afternoon,10.9,Picked Up,68,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2790,Hotel,Chennai,,,,,,,2026-06,2026
DON615758,DNR509841,Beverages,11.67,2026-06-28,Delhi NCR,Afternoon,9.9,Available,26,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9842,Event,Chennai,,,,,,,2026-06,2026
DON609110,DNR500414,Rice & Grains,20.25,2026-06-28,Remote,Afternoon,17.2,Delivered,45,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 415,Hotel,Hyderabad,,,,,,,2026-06,2026
DON608143,DNR506904,Catering Surplus,43.64,2026-06-28,Delhi NCR,Afternoon,36.4,Available,96,available,NGO704232,Delivered,2026-07-05,2.0,48.04,1.0,27.47,56.0,Donor 6905,Bakery,Remote,Community NGO 4233,Remote,West,2280.0,41.0,Yes,2026-06,2026
DON618695,DNR501544,Dairy,25.71,2026-06-28,Kolkata,Afternoon,6.6,Delivered,57,delivered,NGO702631,Delivered,2026-06-18,1.0,30.99,1.0,30.99,5.0,Donor 1545,Restaurant,Ahmedabad,Community NGO 2632,Hyderabad,Central,1615.0,15.0,Yes,2026-06,2026
DON612066,DNR507671,Packaged Food,18.3,2026-06-28,Kolkata,Morning,13.2,Claimed,40,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7672,Household,Hyderabad,,,,,,,2026-06,2026
DON618844,DNR502889,Rice & Grains,11.56,2026-06-28,Jaipur,Afternoon,8.9,Delivered,25,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2890,Cafeteria,Hyderabad,,,,,,,2026-06,2026
DON618567,DNR503155,Cooked Meals,59.28,2026-06-28,Hyderabad,Afternoon,24.5,Available,130,available,NGO708410,Cancelled,2026-05-16,1.0,12.26,0.0,0.0,57.0,Donor 3156,Cafeteria,Chennai,Community NGO 8411,Chennai,East,2212.0,49.0,Yes,2026-06,2026
DON619802,DNR508668,Packaged Food,15.05,2026-06-28,Delhi NCR,Afternoon,24.2,Delivered,33,delivered,NGO705725,Delivered,2026-01-06,1.0,10.59,1.0,10.59,89.0,Donor 8669,Cafeteria,Mumbai,Community NGO 5726,Chennai,Citywide,2376.0,78.0,No,2026-06,2026
DON606533,DNR506018,Beverages,20.59,2026-06-28,Jaipur,Morning,16.1,Delivered,45,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6019,Household,Delhi NCR,,,,,,,2026-06,2026
DON609527,DNR502181,Dairy,22.28,2026-06-28,Remote,Evening,38.6,Delivered,49,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2182,Hotel,Kolkata,,,,,,,2026-06,2026
DON614999,DNR509014,Bakery,29.69,2026-06-28,Delhi NCR,Afternoon,2.0,Available,65,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 9015,Restaurant,Pune,,,,,,,2026-06,2026
DON604048,DNR506348,Cooked Meals,17.04,2026-06-28,Chennai,Morning,12.3,Wasted,37,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6349,Event,Remote,,,,,,,2026-06,2026
DON611376,DNR501355,Catering Surplus,32.53,2026-06-28,Ahmedabad,Evening,10.5,Delivered,72,delivered,NGO702566,Delivered,2026-01-02,1.0,19.57,1.0,19.57,56.0,Donor 1356,Restaurant,Chennai,Community NGO 2567,Mumbai,East,1095.0,69.0,No,2026-06,2026
DON608279,DNR511019,Rice & Grains,22.41,2026-06-28,Bengaluru,Afternoon,10.8,Delivered,49,delivered,NGO701748,Picked Up,2026-01-23,1.0,27.87,0.0,0.0,63.0,Donor 11020,Event,Bengaluru,Community NGO 1749,Remote,Central,1343.0,31.0,Yes,2026-06,2026
DON606710,DNR503040,Beverages,30.13,2026-06-28,Remote,Evening,21.5,Delivered,66,delivered,NGO704125,Delivered,2026-06-07,3.0,83.68,2.0,62.24,59.333333333333336,Donor 3041,Restaurant,Chennai,Community NGO 4126,Delhi NCR,Citywide,681.0,73.0,Yes,2026-06,2026
DON601608,DNR501339,Catering Surplus,15.71,2026-06-28,Jaipur,Night,17.8,Available,35,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1340,Household,Remote,,,,,,,2026-06,2026
DON602758,DNR504816,Rice & Grains,12.64,2026-06-28,Ahmedabad,Afternoon,17.5,Picked Up,28,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4817,Grocery Store,Kolkata,,,,,,,2026-06,2026
DON604412,DNR503128,Cooked Meals,16.98,2026-06-28,Pune,Afternoon,18.7,Picked Up,37,picked up,NGO702366,Delivered,2026-02-16,1.0,26.1,1.0,26.1,5.0,Donor 3129,Hotel,Remote,Community NGO 2367,Remote,Citywide,1536.0,51.0,Yes,2026-06,2026
DON608215,DNR509873,Cooked Meals,61.66,2026-06-28,Kolkata,Night,25.0,Available,136,available,NGO700637,Picked Up,2026-06-07,1.0,9.67,0.0,0.0,45.0,Donor 9874,Cafeteria,Jaipur,Community NGO 638,Delhi NCR,West,1543.0,64.0,Yes,2026-06,2026
DON610768,DNR510400,Cooked Meals,9.68,2026-06-28,Remote,Afternoon,36.0,Claimed,21,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10401,Restaurant,Bengaluru,,,,,,,2026-06,2026
DON607550,DNR502652,Fruits & Vegetables,10.64,2026-06-28,Hyderabad,Evening,5.2,Picked Up,23,picked up,NGO702756,Requested,2026-03-29,1.0,14.82,0.0,0.0,41.0,Donor 2653,Cafeteria,Mumbai,Community NGO 2757,Bengaluru,South,2216.0,48.0,Yes,2026-06,2026
DON618659,DNR506759,Bakery,37.99,2026-06-28,Bengaluru,Evening,22.7,Delivered,84,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6760,Bakery,Remote,,,,,,,2026-06,2026
DON603387,DNR503330,Cooked Meals,31.18,2026-06-28,Jaipur,Afternoon,14.3,Claimed,69,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3331,Cafeteria,Mumbai,,,,,,,2026-06,2026
DON616067,DNR507953,Packaged Food,14.16,2026-06-28,Chennai,Afternoon,7.8,Picked Up,31,picked up,NGO708887,Delivered,2026-06-05,3.0,53.94,2.0,50.76,30.0,Donor 7954,Hotel,Kolkata,Community NGO 8888,Pune,East,2238.0,21.0,No,2026-06,2026
DON600630,DNR504627,Other,33.37,2026-06-28,Remote,Afternoon,37.9,Delivered,73,delivered,NGO709259,Picked Up,2026-08-03,2.0,60.81,1.0,51.0,27.5,Donor 4628,Restaurant,Bengaluru,Community NGO 9260,Pune,West,2776.0,29.0,No,2026-06,2026
DON613125,DNR501285,Fruits & Vegetables,14.93,2026-06-28,Pune,Evening,3.5,Picked Up,33,picked up,NGO705528,Delivered,2026-02-10,1.0,25.4,1.0,25.4,10.0,Donor 1286,Bakery,Delhi NCR,Community NGO 5529,Mumbai,Central,1905.0,17.0,Yes,2026-06,2026
DON619343,DNR510144,Fruits & Vegetables,40.24,2026-06-28,Kolkata,Evening,24.5,Picked Up,89,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10145,Hotel,Chennai,,,,,,,2026-06,2026
DON611690,DNR506551,Packaged Food,41.63,2026-06-28,Remote,Afternoon,19.2,Claimed,92,claimed,NGO700653,Delivered,2026-02-10,1.0,22.53,1.0,22.53,33.0,Donor 6552,Household,Bengaluru,Community NGO 654,Mumbai,North,1795.0,63.0,Yes,2026-06,2026
DON605639,DNR506041,Cooked Meals,16.81,2026-06-28,Delhi NCR,Night,6.9,Delivered,37,delivered,NGO704591,Assigned,2026-01-14,1.0,24.76,0.0,0.0,11.0,Donor 6042,Event,Jaipur,Community NGO 4592,Bengaluru,Citywide,1466.0,77.0,Yes,2026-06,2026
DON616875,DNR503918,Fruits & Vegetables,16.74,2026-06-28,Chennai,Afternoon,29.7,Delivered,37,delivered,NGO708136,Delivered,2026-01-14,1.0,20.46,1.0,20.46,70.0,Donor 3919,Grocery Store,Bengaluru,Community NGO 8137,Remote,South,2267.0,58.0,Yes,2026-06,2026
DON618202,DNR510851,Cooked Meals,8.35,2026-06-28,Delhi NCR,Afternoon,25.9,Picked Up,18,picked up,NGO700812,Picked Up,2026-02-23,2.0,26.8,1.0,13.91,44.5,Donor 10852,Household,Ahmedabad,Community NGO 813,Ahmedabad,North,531.0,69.0,Yes,2026-06,2026
DON604758,DNR504543,Rice & Grains,32.42,2026-06-28,Remote,Evening,2.0,Delivered,71,delivered,NGO706785,Picked Up,2026-07-22,2.0,39.230000000000004,1.0,17.26,35.0,Donor 4544,Hotel,Hyderabad,Community NGO 6786,Jaipur,Citywide,1071.0,37.0,Yes,2026-06,2026
DON600320,DNR500043,Packaged Food,19.93,2026-06-28,Ahmedabad,Afternoon,32.6,Claimed,44,claimed,NGO705028,Assigned,2026-07-19,1.0,17.35,0.0,0.0,53.0,Donor 44,Event,Hyderabad,Community NGO 5029,Remote,West,62.0,40.0,Yes,2026-06,2026
DON602733,DNR503722,Cooked Meals,22.7,2026-06-28,Ahmedabad,Morning,22.0,Expired,50,expired,NGO706363,Delivered,2026-07-15,1.0,24.62,1.0,24.62,51.0,Donor 3723,Cafeteria,Bengaluru,Community NGO 6364,Delhi NCR,West,2343.0,40.0,Yes,2026-06,2026
DON601554,DNR510443,Dairy,10.43,2026-06-28,Bengaluru,Afternoon,26.9,Wasted,23,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10444,Restaurant,Chennai,,,,,,,2026-06,2026
DON603018,DNR508603,Fruits & Vegetables,14.92,2026-06-28,Kolkata,Afternoon,21.0,Picked Up,33,picked up,NGO708290,Delivered,2026-07-29,1.0,31.61,1.0,31.61,20.0,Donor 8604,Grocery Store,Bengaluru,Community NGO 8291,Kolkata,West,2674.0,28.0,Yes,2026-06,2026
