Donor_ID,Donation_Count,Total_Quantity_KG,Average_Quantity_KG,Donor_Name,Donor_Type,City
DNR509239,1,18.54,18.54,Donor 9240,Restaurant,Chennai
DNR504323,1,24.02,24.02,Donor 4324,Restaurant,Jaipur
DNR504320,1,41.21,41.21,Donor 4321,Cafeteria,Kolkata
DNR504316,1,53.24,53.24,Donor 4317,Restaurant,Kolkata
DNR504315,1,6.47,6.47,Donor 4316,Restaurant,Hyderabad
DNR504311,1,8.95,8.95,Donor 4312,Restaurant,Kolkata
DNR504232,1,21.81,21.81,Donor 4233,Cafeteria,Mumbai
DNR504262,1,9.64,9.64,Donor 4263,Restaurant,Bengaluru
DNR504259,1,48.71,48.71,Donor 4260,Restaurant,Kolkata
DNR504258,1,27.26,27.26,Donor 4259,Restaurant,Pune
DNR504257,1,33.28,33.28,Donor 4258,Event,Chennai
DNR504256,1,18.9,18.9,Donor 4257,Restaurant,Kolkata
DNR504250,1,17.9,17.9,Donor 4251,Hotel,Pune
DNR504249,1,42.33,42.33,Donor 4250,Restaurant,Ahmedabad
DNR509272,1,64.6,64.6,Donor 9273,Household,Chennai
DNR509270,1,17.7,17.7,Donor 9271,Hotel,Mumbai
DNR509268,1,27.93,27.93,Donor 9269,Event,Mumbai
DNR509266,1,23.1,23.1,Donor 9267,Restaurant,Pune
DNR509264,1,5.6,5.6,Donor 9265,Grocery Store,Remote
DNR509262,1,27.11,27.11,Donor 9263,Hotel,Remote
DNR504285,1,11.96,11.96,Donor 4286,Restaurant,Remote
DNR504280,1,21.73,21.73,Donor 4281,Restaurant,Kolkata
DNR504193,1,22.14,22.14,Donor 4194,Restaurant,Ahmedabad
DNR504192,1,30.4,30.4,Donor 4193,Cafeteria,Mumbai
DNR504230,1,11.93,11.93,Donor 4231,Hotel,Delhi NCR
DNR504221,1,16.48,16.48,Donor 4222,Event,Pune
DNR504216,1,24.66,24.66,Donor 4217,Hotel,Mumbai
DNR509290,1,21.62,21.62,Donor 9291,Hotel,Chennai
DNR509285,1,30.16,30.16,Donor 9286,Event,Mumbai
DNR509281,1,23.82,23.82,Donor 9282,Event,Chennai
DNR509279,1,12.56,12.56,Donor 9280,Hotel,Hyderabad
DNR509274,1,22.18,22.18,Donor 9275,Restaurant,Remote
DNR504248,1,9.12,9.12,Donor 4249,Cafeteria,Hyderabad
DNR504247,1,42.45,42.45,Donor 4248,Cafeteria,Ahmedabad
DNR504244,1,19.38,19.38,Donor 4245,Restaurant,Chennai
DNR504241,1,16.63,16.63,Donor 4242,Hotel,Mumbai
DNR504237,1,26.79,26.79,Donor 4238,Household,Jaipur
DNR504233,1,26.75,26.75,Donor 4234,Restaurant,Delhi NCR
DNR504191,1,15.23,15.23,Donor 4192,Cafeteria,Chennai
DNR504189,1,25.32,25.32,Donor 4190,Household,Jaipur
DNR504180,1,8.38,8.38,Donor 4181,Hotel,Ahmedabad
DNR504179,1,32.03,32.03,Donor 4180,Restaurant,Chennai
DNR504173,1,41.69,41.69,Donor 4174,Cafeteria,Delhi NCR
DNR509308,1,32.58,32.58,Donor 9309,Household,Chennai
DNR509304,1,14.36,14.36,Donor 9305,Cafeteria,Chennai
DNR509302,1,10.34,10.34,Donor 9303,Cafeteria,Pune
DNR509296,1,25.97,25.97,Donor 9297,Hotel,Pune
DNR509293,1,11.56,11.56,Donor 9294,Hotel,Hyderabad
DNR509291,1,21.13,21.13,Donor 9292,Cafeteria,Ahmedabad
DNR504203,1,11.95,11.95,Donor 4204,Hotel,Mumbai
DNR504202,1,27.69,27.69,Donor 4203,Restaurant,Ahmedabad
DNR504201,1,17.17,17.17,Donor 4202,Restaurant,Chennai
DNR504199,1,39.15,39.15,Donor 4200,Grocery Store,Delhi NCR
DNR504195,1,68.36,68.36,Donor 4196,Restaurant,Kolkata
DNR504146,1,35.32,35.32,Donor 4147,Cafeteria,Jaipur
DNR504145,1,29.7,29.7,Donor 4146,Hotel,Hyderabad
DNR504144,1,16.49,16.49,Donor 4145,Event,Remote
DNR504139,1,24.88,24.88,Donor 4140,Restaurant,Kolkata
DNR509328,1,8.35,8.35,Donor 9329,Restaurant,Kolkata
DNR509326,1,20.18,20.18,Donor 9327,Restaurant,Mumbai
DNR509323,1,7.1,7.1,Donor 9324,Bakery,Jaipur
DNR509322,1,25.38,25.38,Donor 9323,Restaurant,Ahmedabad
DNR509320,1,11.2,11.2,Donor 9321,Household,Ahmedabad
DNR509313,1,31.96,31.96,Donor 9314,Restaurant,Remote
DNR504171,1,4.87,4.87,Donor 4172,Bakery,Chennai
DNR504165,1,17.97,17.97,Donor 4166,Event,Chennai
DNR504163,1,15.74,15.74,Donor 4164,Bakery,Remote
DNR504162,1,52.82,52.82,Donor 4163,Cafeteria,Jaipur
DNR504159,1,15.13,15.13,Donor 4160,Household,Hyderabad
DNR504155,1,56.99,56.99,Donor 4156,Hotel,Pune
DNR504084,1,18.3,18.3,Donor 4085,Household,Kolkata
DNR504081,1,22.44,22.44,Donor 4082,Restaurant,Delhi NCR
DNR504080,1,7.75,7.75,Donor 4081,Restaurant,Chennai
DNR509340,1,43.6,43.6,Donor 9341,Grocery Store,Mumbai
DNR509335,1,22.53,22.53,Donor 9336,Restaurant,Chennai
DNR509332,1,24.39,24.39,Donor 9333,Restaurant,Chennai
DNR509331,1,8.42,8.42,Donor 9332,Grocery Store,Jaipur
DNR504110,1,22.04,22.04,Donor 4111,Household,Delhi NCR
DNR504109,1,30.99,30.99,Donor 4110,Hotel,Ahmedabad
DNR504100,1,7.92,7.92,Donor 4101,Restaurant,Jaipur
DNR504133,1,14.67,14.67,Donor 4134,Grocery Store,Kolkata
DNR504131,1,33.96,33.96,Donor 4132,Hotel,Delhi NCR
DNR504119,1,9.87,9.87,Donor 4120,Grocery Store,Chennai
DNR504153,1,46.82,46.82,Donor 4154,Restaurant,Pune
DNR504152,1,31.24,31.24,Donor 4153,Event,Pune
DNR504149,1,13.75,13.75,Donor 4150,Hotel,Delhi NCR
DNR504071,1,31.96,31.96,Donor 4072,Event,Remote
DNR504069,1,31.61,31.61,Donor 4070,Bakery,Kolkata
DNR504066,1,18.02,18.02,Donor 4067,Restaurant,Hyderabad
DNR504065,1,16.39,16.39,Donor 4066,Cafeteria,Remote
DNR504064,1,39.95,39.95,Donor 4065,Cafeteria,Remote
DNR504063,1,4.36,4.36,Donor 4064,Restaurant,Jaipur
DNR509361,1,4.72,4.72,Donor 9362,Restaurant,Ahmedabad
DNR509359,1,13.54,13.54,Donor 9360,Household,Remote
DNR509352,1,28.95,28.95,Donor 9353,Household,Ahmedabad
DNR509351,1,13.9,13.9,Donor 9352,Bakery,Pune
DNR504095,1,35.77,35.77,Donor 4096,Hotel,Remote
DNR504094,1,24.37,24.37,Donor 4095,Hotel,Chennai
DNR504093,1,10.87,10.87,Donor 4094,Hotel,Pune
DNR504092,1,13.13,13.13,Donor 4093,Cafeteria,Kolkata
DNR504086,1,22.78,22.78,Donor 4087,Household,Pune
DNR504085,1,33.36,33.36,Donor 4086,Restaurant,Jaipur
DNR504057,1,20.11,20.11,Donor 4058,Grocery Store,Kolkata
DNR504056,1,11.65,11.65,Donor 4057,Restaurant,Mumbai
DNR504048,1,27.46,27.46,Donor 4049,Event,Kolkata
DNR504041,1,22.89,22.89,Donor 4042,Hotel,Kolkata
DNR509388,1,3.78,3.78,Donor 9389,Cafeteria,Hyderabad
DNR509385,1,14.52,14.52,Donor 9386,Cafeteria,Delhi NCR
DNR509384,1,42.47,42.47,Donor 9385,Hotel,Delhi NCR
DNR509383,1,14.77,14.77,Donor 9384,Restaurant,Hyderabad
DNR509382,1,44.56,44.56,Donor 9383,Restaurant,Pune
DNR509378,1,26.63,26.63,Donor 9379,Restaurant,Remote
DNR509371,1,30.35,30.35,Donor 9372,Bakery,Delhi NCR
DNR509369,1,14.97,14.97,Donor 9370,Event,Jaipur
DNR504077,1,19.25,19.25,Donor 4078,Cafeteria,Delhi NCR
DNR504076,1,8.95,8.95,Donor 4077,Hotel,Jaipur
DNR504074,1,28.85,28.85,Donor 4075,Restaurant,Bengaluru
DNR504072,1,14.3,14.3,Donor 4073,Hotel,Jaipur
DNR504033,1,38.7,38.7,Donor 4034,Bakery,Mumbai
DNR504032,1,42.11,42.11,Donor 4033,Grocery Store,Hyderabad
DNR504025,1,61.88,61.88,Donor 4026,Household,Jaipur
DNR509408,1,11.32,11.32,Donor 9409,Hotel,Mumbai
DNR509405,1,60.61,60.61,Donor 9406,Hotel,Delhi NCR
DNR509402,1,28.78,28.78,Donor 9403,Hotel,Delhi NCR
DNR509399,1,15.05,15.05,Donor 9400,Restaurant,Pune
DNR509398,1,36.57,36.57,Donor 9399,Hotel,Ahmedabad
DNR509397,1,22.64,22.64,Donor 9398,Hotel,Jaipur
DNR509395,1,33.35,33.35,Donor 9396,Event,Chennai
DNR509394,1,38.94,38.94,Donor 9395,Restaurant,Mumbai
DNR509393,1,7.41,7.41,Donor 9394,Hotel,Pune
DNR504062,1,19.84,19.84,Donor 4063,Hotel,Bengaluru
DNR504061,1,63.21,63.21,Donor 4062,Cafeteria,Kolkata
DNR504060,1,8.53,8.53,Donor 4061,Cafeteria,Bengaluru
DNR504058,1,6.68,6.68,Donor 4059,Household,Delhi NCR
DNR504017,1,26.09,26.09,Donor 4018,Restaurant,Hyderabad
DNR504007,1,28.66,28.66,Donor 4008,Grocery Store,Ahmedabad
DNR504006,1,9.77,9.77,Donor 4007,Cafeteria,Jaipur
DNR504005,1,12.42,12.42,Donor 4006,Household,Jaipur
DNR504001,1,11.76,11.76,Donor 4002,Restaurant,Remote
DNR503999,1,25.58,25.58,Donor 4000,Event,Pune
DNR509426,1,42.52,42.52,Donor 9427,Household,Bengaluru
DNR509425,1,23.76,23.76,Donor 9426,Event,Pune
DNR509424,1,29.75,29.75,Donor 9425,Hotel,Mumbai
DNR509420,1,44.37,44.37,Donor 9421,Restaurant,Remote
DNR509416,1,33.5,33.5,Donor 9417,Household,Ahmedabad
DNR509415,1,51.35,51.35,Donor 9416,Hotel,Pune
DNR509413,1,34.99,34.99,Donor 9414,Restaurant,Pune
DNR509411,1,20.14,20.14,Donor 9412,Household,Chennai
DNR504037,1,52.68,52.68,Donor 4038,Cafeteria,Delhi NCR
DNR504036,1,25.42,25.42,Donor 4037,Restaurant,Chennai
DNR503974,1,26.53,26.53,Donor 3975,Household,Pune
DNR503972,1,13.66,13.66,Donor 3973,Event,Delhi NCR
DNR503971,1,12.64,12.64,Donor 3972,Event,Pune
DNR503970,1,54.7,54.7,Donor 3971,Restaurant,Pune
DNR503968,1,8.9,8.9,Donor 3969,Event,Delhi NCR
DNR503964,1,17.71,17.71,Donor 3965,Restaurant,Pune
DNR503962,1,32.93,32.93,Donor 3963,Household,Bengaluru
DNR509436,1,47.9,47.9,Donor 9437,Restaurant,Bengaluru
DNR509432,1,35.66,35.66,Donor 9433,Event,Remote
DNR509431,1,15.3,15.3,Donor 9432,Restaurant,Delhi NCR
DNR509429,1,40.56,40.56,Donor 9430,Hotel,Bengaluru
DNR509428,1,26.35,26.35,Donor 9429,Restaurant,Delhi NCR
DNR503998,1,16.72,16.72,Donor 3999,Restaurant,Pune
DNR503997,1,13.83,13.83,Donor 3998,Cafeteria,Kolkata
DNR503996,1,23.25,23.25,Donor 3997,Event,Ahmedabad
DNR503990,1,58.76,58.76,Donor 3991,Household,Bengaluru
DNR503930,1,41.31,41.31,Donor 3931,Restaurant,Delhi NCR
DNR503924,1,43.4,43.4,Donor 3925,Cafeteria,Kolkata
DNR503923,1,35.89,35.89,Donor 3924,Hotel,Jaipur
DNR503921,1,31.43,31.43,Donor 3922,Household,Remote
DNR503920,1,14.32,14.32,Donor 3921,Bakery,Hyderabad
DNR503919,1,19.51,19.51,Donor 3920,Household,Chennai
DNR503918,1,16.74,16.74,Donor 3919,Grocery Store,Bengaluru
DNR509459,1,19.72,19.72,Donor 9460,Hotel,Hyderabad
DNR509449,1,13.85,13.85,Donor 9450,Event,Bengaluru
DNR509447,1,14.25,14.25,Donor 9448,Household,Hyderabad
DNR503958,1,70.3,70.3,Donor 3959,Restaurant,Chennai
DNR503949,1,19.1,19.1,Donor 3950,Household,Kolkata
DNR503948,1,41.17,41.17,Donor 3949,Household,Chennai
DNR503939,1,37.55,37.55,Donor 3940,Household,Remote
DNR503980,1,13.25,13.25,Donor 3981,Restaurant,Kolkata
DNR503979,1,32.23,32.23,Donor 3980,Cafeteria,Hyderabad
DNR503894,1,4.82,4.82,Donor 3895,Hotel,Ahmedabad
DNR503893,1,37.14,37.14,Donor 3894,Grocery Store,Ahmedabad
DNR503889,1,17.8,17.8,Donor 3890,Event,Ahmedabad
DNR509485,1,22.77,22.77,Donor 9486,Household,Chennai
DNR509475,1,21.76,21.76,Donor 9476,Household,Bengaluru
DNR509471,1,14.23,14.23,Donor 9472,Hotel,Jaipur
DNR509469,1,28.2,28.2,Donor 9470,Event,Remote
DNR509467,1,14.9,14.9,Donor 9468,Cafeteria,Ahmedabad
DNR503917,1,15.59,15.59,Donor 3918,Event,Delhi NCR
DNR503916,1,19.37,19.37,Donor 3917,Cafeteria,Mumbai
DNR503914,1,35.59,35.59,Donor 3915,Event,Pune
DNR503912,1,33.35,33.35,Donor 3913,Household,Hyderabad
DNR503911,1,12.0,12.0,Donor 3912,Grocery Store,Delhi NCR
DNR503910,1,22.49,22.49,Donor 3911,Restaurant,Kolkata
DNR503908,1,20.75,20.75,Donor 3909,Restaurant,Jaipur
DNR503907,1,17.16,17.16,Donor 3908,Grocery Store,Chennai
DNR503847,1,26.37,26.37,Donor 3848,Cafeteria,Remote
DNR503846,1,49.95,49.95,Donor 3847,Cafeteria,Kolkata
DNR503843,1,44.91,44.91,Donor 3844,Hotel,Mumbai
DNR503842,1,34.77,34.77,Donor 3843,Event,Bengaluru
DNR503841,1,13.43,13.43,Donor 3842,Household,Pune
DNR503840,1,24.69,24.69,Donor 3841,Household,Jaipur
DNR503837,1,43.3,43.3,Donor 3838,Restaurant,Remote
DNR509504,1,5.43,5.43,Donor 9505,Restaurant,Chennai
DNR509503,1,12.4,12.4,Donor 9504,Restaurant,Ahmedabad
DNR509497,1,21.75,21.75,Donor 9498,Household,Remote
DNR509495,1,11.98,11.98,Donor 9496,Cafeteria,Bengaluru
DNR509494,1,27.91,27.91,Donor 9495,Hotel,Chennai
DNR509493,1,16.87,16.87,Donor 9494,Household,Mumbai
DNR503868,1,49.28,49.28,Donor 3869,Grocery Store,Bengaluru
DNR503865,1,21.2,21.2,Donor 3866,Household,Chennai
DNR503862,1,18.17,18.17,Donor 3863,Hotel,Bengaluru
DNR503833,1,9.58,9.58,Donor 3834,Restaurant,Ahmedabad
DNR503832,1,17.68,17.68,Donor 3833,Restaurant,Jaipur
DNR503831,1,24.61,24.61,Donor 3832,Event,Kolkata
DNR503830,1,13.44,13.44,Donor 3831,Cafeteria,Hyderabad
DNR503829,1,27.87,27.87,Donor 3830,Restaurant,Bengaluru
DNR503825,1,26.49,26.49,Donor 3826,Household,Chennai
DNR503819,1,12.36,12.36,Donor 3820,Event,Hyderabad
DNR503818,1,26.58,26.58,Donor 3819,Household,Chennai
DNR503817,1,53.29,53.29,Donor 3818,Restaurant,Jaipur
DNR509520,1,10.93,10.93,Donor 9521,Event,Mumbai
DNR509518,1,18.89,18.89,Donor 9519,Restaurant,Delhi NCR
DNR509513,1,9.61,9.61,Donor 9514,Hotel,Ahmedabad
DNR503854,1,44.34,44.34,Donor 3855,Cafeteria,Ahmedabad
DNR503853,1,18.55,18.55,Donor 3854,Household,Mumbai
DNR503850,1,18.51,18.51,Donor 3851,Hotel,Hyderabad
DNR503849,1,19.83,19.83,Donor 3850,Event,Bengaluru
DNR503814,1,21.08,21.08,Donor 3815,Restaurant,Chennai
DNR503813,1,69.38,69.38,Donor 3814,Cafeteria,Pune
DNR503810,1,42.09,42.09,Donor 3811,Event,Pune
DNR503809,1,8.92,8.92,Donor 3810,Restaurant,Remote
DNR503808,1,24.34,24.34,Donor 3809,Household,Hyderabad
DNR503806,1,17.83,17.83,Donor 3807,Hotel,Jaipur
DNR503805,1,5.09,5.09,Donor 3806,Event,Bengaluru
DNR503801,1,43.73,43.73,Donor 3802,Hotel,Bengaluru
DNR503800,1,55.06,55.06,Donor 3801,Household,Chennai
DNR509544,1,32.08,32.08,Donor 9545,Cafeteria,Mumbai
DNR509543,1,16.18,16.18,Donor 9544,Restaurant,Kolkata
DNR509541,1,39.73,39.73,Donor 9542,Household,Delhi NCR
DNR509540,1,5.97,5.97,Donor 9541,Cafeteria,Jaipur
DNR509534,1,19.46,19.46,Donor 9535,Household,Ahmedabad
DNR509530,1,20.05,20.05,Donor 9531,Restaurant,Pune
DNR509526,1,58.58,58.58,Donor 9527,Hotel,Delhi NCR
DNR503736,1,23.62,23.62,Donor 3737,Restaurant,Kolkata
DNR503772,1,33.24,33.24,Donor 3773,Event,Chennai
DNR503765,1,25.99,25.99,Donor 3766,Household,Ahmedabad
DNR503761,1,34.62,34.62,Donor 3762,Event,Chennai
DNR509555,1,29.05,29.05,Donor 9556,Restaurant,Jaipur
DNR509553,1,18.21,18.21,Donor 9554,Cafeteria,Mumbai
DNR509548,1,20.53,20.53,Donor 9549,Restaurant,Delhi NCR
DNR509545,1,26.72,26.72,Donor 9546,Household,Hyderabad
DNR503792,1,22.72,22.72,Donor 3793,Cafeteria,Jaipur
DNR503791,1,46.3,46.3,Donor 3792,Hotel,Bengaluru
DNR503789,1,39.63,39.63,Donor 3790,Cafeteria,Hyderabad
DNR503786,1,29.29,29.29,Donor 3787,Restaurant,Jaipur
DNR503778,1,7.72,7.72,Donor 3779,Household,Jaipur
DNR503777,1,8.18,8.18,Donor 3778,Household,Hyderabad
DNR503776,1,12.52,12.52,Donor 3777,Restaurant,Delhi NCR
DNR503815,1,16.07,16.07,Donor 3816,Cafeteria,Mumbai
DNR503709,1,24.11,24.11,Donor 3710,Household,Ahmedabad
DNR503708,1,51.57,51.57,Donor 3709,Grocery Store,Delhi NCR
DNR503707,1,20.44,20.44,Donor 3708,Restaurant,Jaipur
DNR503699,1,7.63,7.63,Donor 3700,Cafeteria,Jaipur
DNR509578,1,80.84,80.84,Donor 9579,Household,Bengaluru
DNR509576,1,32.86,32.86,Donor 9577,Restaurant,Remote
DNR509572,1,10.85,10.85,Donor 9573,Restaurant,Remote
DNR509567,1,17.76,17.76,Donor 9568,Restaurant,Kolkata
DNR509562,1,22.06,22.06,Donor 9563,Household,Ahmedabad
DNR503728,1,16.86,16.86,Donor 3729,Hotel,Mumbai
DNR503726,1,6.1,6.1,Donor 3727,Cafeteria,Chennai
DNR503725,1,18.09,18.09,Donor 3726,Restaurant,Remote
DNR503720,1,30.03,30.03,Donor 3721,Restaurant,Pune
DNR503719,1,41.07,41.07,Donor 3720,Household,Delhi NCR
DNR503744,1,46.25,46.25,Donor 3745,Restaurant,Mumbai
DNR503743,1,24.22,24.22,Donor 3744,Household,Jaipur
DNR503670,1,28.77,28.77,Donor 3671,Cafeteria,Bengaluru
DNR503698,1,18.22,18.22,Donor 3699,Household,Delhi NCR
DNR503697,1,20.36,20.36,Donor 3698,Bakery,Remote
DNR503696,1,18.27,18.27,Donor 3697,Cafeteria,Pune
DNR503692,1,15.82,15.82,Donor 3693,Cafeteria,Kolkata
DNR503687,1,19.03,19.03,Donor 3688,Hotel,Remote
DNR503677,1,8.9,8.9,Donor 3678,Household,Mumbai
DNR503676,1,8.76,8.76,Donor 3677,Cafeteria,Bengaluru
DNR509597,1,18.52,18.52,Donor 9598,Cafeteria,Ahmedabad
DNR509595,1,23.75,23.75,Donor 9596,Restaurant,Mumbai
DNR509593,1,23.73,23.73,Donor 9594,Cafeteria,Pune
DNR509583,1,47.9,47.9,Donor 9584,Household,Delhi NCR
DNR503715,1,23.89,23.89,Donor 3716,Cafeteria,Delhi NCR
DNR503714,1,16.79,16.79,Donor 3715,Event,Jaipur
DNR503711,1,35.4,35.4,Donor 3712,Cafeteria,Delhi NCR
DNR503710,1,29.42,29.42,Donor 3711,Restaurant,Ahmedabad
DNR509624,1,12.11,12.11,Donor 9625,Restaurant,Bengaluru
DNR509617,1,11.78,11.78,Donor 9618,Household,Mumbai
DNR503653,1,37.81,37.81,Donor 3654,Restaurant,Delhi NCR
DNR503652,1,17.61,17.61,Donor 3653,Event,Hyderabad
DNR503650,1,16.14,16.14,Donor 3651,Household,Ahmedabad
DNR503645,1,34.8,34.8,Donor 3646,Household,Remote
DNR503641,1,20.9,20.9,Donor 3642,Bakery,Ahmedabad
DNR503639,1,21.66,21.66,Donor 3640,Restaurant,Jaipur
DNR503636,1,57.05,57.05,Donor 3637,Bakery,Jaipur
DNR509614,1,10.62,10.62,Donor 9615,Grocery Store,Delhi NCR
DNR509613,1,22.76,22.76,Donor 9614,Household,Hyderabad
DNR509612,1,10.83,10.83,Donor 9613,Cafeteria,Delhi NCR
DNR509608,1,28.86,28.86,Donor 9609,Grocery Store,Mumbai
DNR509601,1,33.88,33.88,Donor 9602,Hotel,Hyderabad
DNR503674,1,44.21,44.21,Donor 3675,Event,Ahmedabad
DNR503672,1,18.67,18.67,Donor 3673,Household,Mumbai
DNR509641,1,19.67,19.67,Donor 9642,Grocery Store,Pune
DNR503631,1,54.0,54.0,Donor 3632,Cafeteria,Hyderabad
DNR503628,1,34.65,34.65,Donor 3629,Event,Hyderabad
DNR503627,1,7.63,7.63,Donor 3628,Household,Kolkata
DNR503622,1,22.52,22.52,Donor 3623,Cafeteria,Remote
DNR503621,1,13.19,13.19,Donor 3622,Bakery,Jaipur
DNR503620,1,54.65,54.65,Donor 3621,Grocery Store,Delhi NCR
DNR503619,1,38.41,38.41,Donor 3620,Restaurant,Jaipur
DNR503618,1,12.78,12.78,Donor 3619,Grocery Store,Kolkata
DNR503615,1,17.82,17.82,Donor 3616,Hotel,Chennai
DNR509639,1,40.71,40.71,Donor 9640,Household,Hyderabad
DNR509638,1,32.93,32.93,Donor 9639,Household,Ahmedabad
DNR509635,1,50.1,50.1,Donor 9636,Restaurant,Jaipur
DNR509628,1,7.33,7.33,Donor 9629,Household,Hyderabad
DNR509627,1,29.02,29.02,Donor 9628,Household,Jaipur
DNR509625,1,37.5,37.5,Donor 9626,Grocery Store,Bengaluru
DNR503579,1,39.45,39.45,Donor 3580,Restaurant,Bengaluru
DNR503614,1,19.54,19.54,Donor 3615,Restaurant,Jaipur
DNR503612,1,15.73,15.73,Donor 3613,Restaurant,Kolkata
DNR503611,1,8.18,8.18,Donor 3612,Restaurant,Bengaluru
DNR503610,1,12.79,12.79,Donor 3611,Cafeteria,Ahmedabad
DNR503606,1,11.34,11.34,Donor 3607,Grocery Store,Jaipur
DNR503604,1,22.83,22.83,Donor 3605,Household,Ahmedabad
DNR503599,1,44.51,44.51,Donor 3600,Event,Remote
DNR503598,1,39.12,39.12,Donor 3599,Bakery,Pune
DNR509659,1,29.82,29.82,Donor 9660,Household,Jaipur
DNR509657,1,17.16,17.16,Donor 9658,Restaurant,Delhi NCR
DNR509654,1,30.15,30.15,Donor 9655,Grocery Store,Jaipur
DNR509653,1,38.82,38.82,Donor 9654,Household,Hyderabad
DNR509652,1,5.78,5.78,Donor 9653,Restaurant,Hyderabad
DNR509651,1,30.69,30.69,Donor 9652,Cafeteria,Pune
DNR509649,1,12.9,12.9,Donor 9650,Household,Delhi NCR
DNR503569,1,32.81,32.81,Donor 3570,Cafeteria,Delhi NCR
DNR503565,1,29.6,29.6,Donor 3566,Grocery Store,Jaipur
DNR503564,1,50.3,50.3,Donor 3565,Bakery,Mumbai
DNR503562,1,73.43,73.43,Donor 3563,Hotel,Chennai
DNR503558,1,6.96,6.96,Donor 3559,Restaurant,Pune
DNR509678,1,1.32,1.32,Donor 9679,Restaurant,Delhi NCR
DNR509673,1,24.87,24.87,Donor 9674,Restaurant,Remote
DNR509672,1,46.63,46.63,Donor 9673,Restaurant,Kolkata
DNR509669,1,5.14,5.14,Donor 9670,Cafeteria,Delhi NCR
DNR509664,1,20.11,20.11,Donor 9665,Event,Mumbai
DNR509660,1,11.57,11.57,Donor 9661,Cafeteria,Hyderabad
DNR503596,1,20.68,20.68,Donor 3597,Hotel,Hyderabad
DNR503592,1,67.42,67.42,Donor 3593,Hotel,Chennai
DNR503588,1,14.33,14.33,Donor 3589,Grocery Store,Remote
DNR503587,1,22.53,22.53,Donor 3588,Bakery,Remote
DNR503584,1,64.23,64.23,Donor 3585,Restaurant,Pune
DNR503551,1,13.32,13.32,Donor 3552,Restaurant,Mumbai
DNR503545,1,49.5,49.5,Donor 3546,Restaurant,Hyderabad
DNR503543,1,15.98,15.98,Donor 3544,Cafeteria,Jaipur
DNR503541,1,29.71,29.71,Donor 3542,Hotel,Chennai
DNR503540,1,49.92,49.92,Donor 3541,Bakery,Delhi NCR
DNR509695,1,25.47,25.47,Donor 9696,Grocery Store,Chennai
DNR509694,1,23.72,23.72,Donor 9695,Hotel,Bengaluru
DNR509689,1,32.37,32.37,Donor 9690,Cafeteria,Ahmedabad
DNR509688,1,19.91,19.91,Donor 9689,Household,Remote
DNR509687,1,18.64,18.64,Donor 9688,Cafeteria,Mumbai
DNR509686,1,14.87,14.87,Donor 9687,Household,Chennai
DNR509685,1,21.16,21.16,Donor 9686,Restaurant,Hyderabad
DNR509682,1,36.13,36.13,Donor 9683,Bakery,Jaipur
DNR509680,1,20.0,20.0,Donor 9681,Restaurant,Ahmedabad
DNR509679,1,26.93,26.93,Donor 9680,Bakery,Delhi NCR
DNR503576,1,12.34,12.34,Donor 3577,Bakery,Hyderabad
DNR503507,1,31.67,31.67,Donor 3508,Restaurant,Chennai
DNR503502,1,29.33,29.33,Donor 3503,Household,Mumbai
DNR503498,1,17.3,17.3,Donor 3499,Restaurant,Pune
DNR503497,1,26.38,26.38,Donor 3498,Grocery Store,Mumbai
DNR509714,1,20.78,20.78,Donor 9715,Hotel,Pune
DNR509713,1,11.87,11.87,Donor 9714,Cafeteria,Mumbai
DNR509705,1,14.14,14.14,Donor 9706,Household,Bengaluru
DNR509700,1,16.5,16.5,Donor 9701,Event,Ahmedabad
DNR509698,1,10.73,10.73,Donor 9699,Event,Delhi NCR
DNR503532,1,20.54,20.54,Donor 3533,Restaurant,Kolkata
DNR503524,1,32.35,32.35,Donor 3525,Cafeteria,Chennai
DNR503521,1,58.1,58.1,Donor 3522,Cafeteria,Jaipur
DNR503517,1,37.11,37.11,Donor 3518,Restaurant,Hyderabad
DNR503516,1,16.45,16.45,Donor 3517,Cafeteria,Hyderabad
DNR503514,1,43.43,43.43,Donor 3515,Household,Mumbai
DNR503556,1,24.24,24.24,Donor 3557,Bakery,Jaipur
DNR503462,1,10.81,10.81,Donor 3463,Event,Mumbai
DNR503494,1,12.28,12.28,Donor 3495,Hotel,Pune
DNR503492,1,15.67,15.67,Donor 3493,Household,Remote
DNR503491,1,10.55,10.55,Donor 3492,Restaurant,Remote
DNR503490,1,20.42,20.42,Donor 3491,Household,Jaipur
DNR503488,1,51.36,51.36,Donor 3489,Restaurant,Remote
DNR503485,1,15.83,15.83,Donor 3486,Cafeteria,Jaipur
DNR509731,1,30.59,30.59,Donor 9732,Restaurant,Mumbai
DNR509730,1,14.98,14.98,Donor 9731,Grocery Store,Chennai
DNR509729,1,26.34,26.34,Donor 9730,Household,Mumbai
DNR509728,1,7.47,7.47,Donor 9729,Hotel,Ahmedabad
DNR509726,1,8.62,8.62,Donor 9727,Event,Bengaluru
DNR509723,1,18.95,18.95,Donor 9724,Restaurant,Ahmedabad
DNR509721,1,29.05,29.05,Donor 9722,Household,Delhi NCR
DNR509717,1,32.82,32.82,Donor 9718,Grocery Store,Hyderabad
DNR503511,1,6.96,6.96,Donor 3512,Restaurant,Pune
DNR503452,1,21.44,21.44,Donor 3453,Hotel,Hyderabad
