NGO_ID,User_ID,Organization_Name,Phone,Address,Capacity,Food_Types,Latitude,Longitude
NGO708622,USER_NGO708622,Community NGO 8623,Not Provided,Mumbai - South,1525,Mixed,19.076,72.8777
NGO708623,USER_NGO708623,Community NGO 8624,Not Provided,Ahmedabad - South,7385,Mixed,23.0225,72.5714
NGO708624,USER_NGO708624,Community NGO 8625,Not Provided,Remote - Citywide,1315,Mixed,20.5937,78.9629
NGO708625,USER_NGO708625,Community NGO 8626,Not Provided,Ahmedabad - South,7520,Mixed,23.0225,72.5714
NGO708628,USER_NGO708628,Community NGO 8629,Not Provided,Bengaluru - Citywide,780,Mixed,12.9716,77.5946
NGO700862,USER_NGO700862,Community NGO 863,Not Provided,Delhi NCR - North,2430,Mixed,28.6139,77.209
NGO708629,USER_NGO708629,Community NGO 8630,Not Provided,Remote - Citywide,6680,Mixed,20.5937,78.9629
NGO708630,USER_NGO708630,Community NGO 8631,Not Provided,Delhi NCR - Citywide,6975,Mixed,28.6139,77.209
NGO708632,USER_NGO708632,Community NGO 8633,Not Provided,Chennai - Central,14810,Mixed,13.0827,80.2707
NGO708634,USER_NGO708634,Community NGO 8635,Not Provided,Mumbai - Citywide,13280,Mixed,19.076,72.8777
NGO708637,USER_NGO708637,Community NGO 8638,Not Provided,Ahmedabad - Central,805,Mixed,23.0225,72.5714
NGO700863,USER_NGO700863,Community NGO 864,Not Provided,Jaipur - Citywide,14800,Mixed,26.9124,75.7873
NGO708639,USER_NGO708639,Community NGO 8640,Not Provided,Mumbai - West,3495,Mixed,19.076,72.8777
NGO708640,USER_NGO708640,Community NGO 8641,Not Provided,Kolkata - West,4880,Mixed,22.5726,88.3639
NGO708641,USER_NGO708641,Community NGO 8642,Not Provided,Hyderabad - East,4660,Mixed,17.385,78.4867
NGO708642,USER_NGO708642,Community NGO 8643,Not Provided,Jaipur - North,11510,Mixed,26.9124,75.7873
NGO708643,USER_NGO708643,Community NGO 8644,Not Provided,Jaipur - South,8710,Mixed,26.9124,75.7873
NGO708644,USER_NGO708644,Community NGO 8645,Not Provided,Ahmedabad - North,5325,Mixed,23.0225,72.5714
NGO708645,USER_NGO708645,Community NGO 8646,Not Provided,Kolkata - Citywide,11170,Mixed,22.5726,88.3639
NGO708646,USER_NGO708646,Community NGO 8647,Not Provided,Mumbai - East,6035,Mixed,19.076,72.8777
NGO708647,USER_NGO708647,Community NGO 8648,Not Provided,Hyderabad - East,12100,Mixed,17.385,78.4867
NGO708648,USER_NGO708648,Community NGO 8649,Not Provided,Delhi NCR - Citywide,11930,Mixed,28.6139,77.209
NGO708649,USER_NGO708649,Community NGO 8650,Not Provided,Pune - Citywide,14730,Mixed,18.5204,73.8567
NGO708651,USER_NGO708651,Community NGO 8652,Not Provided,Pune - Central,4960,Mixed,18.5204,73.8567
NGO708652,USER_NGO708652,Community NGO 8653,Not Provided,Delhi NCR - East,10790,Mixed,28.6139,77.209
NGO708653,USER_NGO708653,Community NGO 8654,Not Provided,Pune - South,10330,Mixed,18.5204,73.8567
NGO708654,USER_NGO708654,Community NGO 8655,Not Provided,Remote - North,11345,Mixed,20.5937,78.9629
NGO708655,USER_NGO708655,Community NGO 8656,Not Provided,Delhi NCR - East,10960,Mixed,28.6139,77.209
NGO708656,USER_NGO708656,Community NGO 8657,Not Provided,Bengaluru - Central,5450,Mixed,12.9716,77.5946
NGO708657,USER_NGO708657,Community NGO 8658,Not Provided,Kolkata - South,7915,Mixed,22.5726,88.3639
NGO700865,USER_NGO700865,Community NGO 866,Not Provided,Chennai - North,2495,Mixed,13.0827,80.2707
NGO708660,USER_NGO708660,Community NGO 8661,Not Provided,Mumbai - West,655,Mixed,19.076,72.8777
NGO708661,USER_NGO708661,Community NGO 8662,Not Provided,Jaipur - South,12650,Mixed,26.9124,75.7873
NGO708663,USER_NGO708663,Community NGO 8664,Not Provided,Kolkata - North,10250,Mixed,22.5726,88.3639
NGO708664,USER_NGO708664,Community NGO 8665,Not Provided,Bengaluru - Central,9395,Mixed,12.9716,77.5946
NGO708665,USER_NGO708665,Community NGO 8666,Not Provided,Delhi NCR - North,8005,Mixed,28.6139,77.209
NGO708666,USER_NGO708666,Community NGO 8667,Not Provided,Bengaluru - Citywide,9415,Mixed,12.9716,77.5946
NGO708667,USER_NGO708667,Community NGO 8668,Not Provided,Delhi NCR - West,1800,Mixed,28.6139,77.209
NGO708668,USER_NGO708668,Community NGO 8669,Not Provided,Mumbai - North,865,Mixed,19.076,72.8777
NGO700866,USER_NGO700866,Community NGO 867,Not Provided,Remote - West,10960,Mixed,20.5937,78.9629
NGO708669,USER_NGO708669,Community NGO 8670,Not Provided,Chennai - East,14975,Mixed,13.0827,80.2707
NGO708670,USER_NGO708670,Community NGO 8671,Not Provided,Mumbai - North,14860,Mixed,19.076,72.8777
NGO708671,USER_NGO708671,Community NGO 8672,Not Provided,Mumbai - East,6300,Mixed,19.076,72.8777
NGO708673,USER_NGO708673,Community NGO 8674,Not Provided,Bengaluru - South,1785,Mixed,12.9716,77.5946
NGO708675,USER_NGO708675,Community NGO 8676,Not Provided,Pune - North,3200,Mixed,18.5204,73.8567
NGO708676,USER_NGO708676,Community NGO 8677,Not Provided,Delhi NCR - South,7965,Mixed,28.6139,77.209
NGO708677,USER_NGO708677,Community NGO 8678,Not Provided,Delhi NCR - East,11620,Mixed,28.6139,77.209
NGO708678,USER_NGO708678,Community NGO 8679,Not Provided,Mumbai - East,14290,Mixed,19.076,72.8777
NGO700867,USER_NGO700867,Community NGO 868,Not Provided,Mumbai - North,3370,Mixed,19.076,72.8777
NGO708679,USER_NGO708679,Community NGO 8680,Not Provided,Delhi NCR - Citywide,2520,Mixed,28.6139,77.209
NGO708680,USER_NGO708680,Community NGO 8681,Not Provided,Hyderabad - East,1305,Mixed,17.385,78.4867
NGO708681,USER_NGO708681,Community NGO 8682,Not Provided,Bengaluru - South,9370,Mixed,12.9716,77.5946
NGO708682,USER_NGO708682,Community NGO 8683,Not Provided,Remote - Citywide,2965,Mixed,20.5937,78.9629
NGO708684,USER_NGO708684,Community NGO 8685,Not Provided,Hyderabad - North,2610,Mixed,17.385,78.4867
NGO708687,USER_NGO708687,Community NGO 8688,Not Provided,Ahmedabad - South,4885,Mixed,23.0225,72.5714
NGO708688,USER_NGO708688,Community NGO 8689,Not Provided,Kolkata - North,12900,Mixed,22.5726,88.3639
NGO700868,USER_NGO700868,Community NGO 869,Not Provided,Kolkata - Citywide,4400,Mixed,22.5726,88.3639
NGO708690,USER_NGO708690,Community NGO 8691,Not Provided,Chennai - North,11990,Mixed,13.0827,80.2707
NGO708691,USER_NGO708691,Community NGO 8692,Not Provided,Ahmedabad - South,12585,Mixed,23.0225,72.5714
NGO708692,USER_NGO708692,Community NGO 8693,Not Provided,Kolkata - North,6705,Mixed,22.5726,88.3639
NGO708693,USER_NGO708693,Community NGO 8694,Not Provided,Jaipur - Central,13930,Mixed,26.9124,75.7873
NGO708694,USER_NGO708694,Community NGO 8695,Not Provided,Remote - North,14770,Mixed,20.5937,78.9629
NGO708695,USER_NGO708695,Community NGO 8696,Not Provided,Remote - West,1635,Mixed,20.5937,78.9629
NGO708697,USER_NGO708697,Community NGO 8698,Not Provided,Bengaluru - Citywide,13690,Mixed,12.9716,77.5946
NGO708698,USER_NGO708698,Community NGO 8699,Not Provided,Chennai - North,11510,Mixed,13.0827,80.2707
NGO700086,USER_NGO700086,Community NGO 87,Not Provided,Kolkata - Citywide,6735,Mixed,22.5726,88.3639
NGO708700,USER_NGO708700,Community NGO 8701,Not Provided,Remote - East,10950,Mixed,20.5937,78.9629
NGO708701,USER_NGO708701,Community NGO 8702,Not Provided,Ahmedabad - West,2015,Mixed,23.0225,72.5714
NGO708703,USER_NGO708703,Community NGO 8704,Not Provided,Ahmedabad - South,9880,Mixed,23.0225,72.5714
NGO708704,USER_NGO708704,Community NGO 8705,Not Provided,Chennai - East,3415,Mixed,13.0827,80.2707
NGO708705,USER_NGO708705,Community NGO 8706,Not Provided,Bengaluru - South,1875,Mixed,12.9716,77.5946
NGO708706,USER_NGO708706,Community NGO 8707,Not Provided,Delhi NCR - North,14540,Mixed,28.6139,77.209
NGO708707,USER_NGO708707,Community NGO 8708,Not Provided,Kolkata - Central,11220,Mixed,22.5726,88.3639
NGO708708,USER_NGO708708,Community NGO 8709,Not Provided,Mumbai - North,2390,Mixed,19.076,72.8777
NGO700870,USER_NGO700870,Community NGO 871,Not Provided,Pune - East,10670,Mixed,18.5204,73.8567
NGO708709,USER_NGO708709,Community NGO 8710,Not Provided,Mumbai - Central,13705,Mixed,19.076,72.8777
NGO708711,USER_NGO708711,Community NGO 8712,Not Provided,Delhi NCR - South,9740,Mixed,28.6139,77.209
NGO708712,USER_NGO708712,Community NGO 8713,Not Provided,Mumbai - Central,12850,Mixed,19.076,72.8777
NGO708714,USER_NGO708714,Community NGO 8715,Not Provided,Bengaluru - North,9770,Mixed,12.9716,77.5946
NGO708715,USER_NGO708715,Community NGO 8716,Not Provided,Mumbai - North,5030,Mixed,19.076,72.8777
NGO708717,USER_NGO708717,Community NGO 8718,Not Provided,Bengaluru - South,5025,Mixed,12.9716,77.5946
NGO708718,USER_NGO708718,Community NGO 8719,Not Provided,Bengaluru - West,4635,Mixed,12.9716,77.5946
NGO700871,USER_NGO700871,Community NGO 872,Not Provided,Hyderabad - East,14305,Mixed,17.385,78.4867
NGO708719,USER_NGO708719,Community NGO 8720,Not Provided,Remote - East,2650,Mixed,20.5937,78.9629
NGO708720,USER_NGO708720,Community NGO 8721,Not Provided,Ahmedabad - South,5270,Mixed,23.0225,72.5714
NGO708721,USER_NGO708721,Community NGO 8722,Not Provided,Jaipur - Citywide,6765,Mixed,26.9124,75.7873
NGO708722,USER_NGO708722,Community NGO 8723,Not Provided,Jaipur - North,6380,Mixed,26.9124,75.7873
NGO708724,USER_NGO708724,Community NGO 8725,Not Provided,Bengaluru - East,10695,Mixed,12.9716,77.5946
NGO708725,USER_NGO708725,Community NGO 8726,Not Provided,Kolkata - West,6820,Mixed,22.5726,88.3639
NGO708726,USER_NGO708726,Community NGO 8727,Not Provided,Mumbai - North,13165,Mixed,19.076,72.8777
NGO708727,USER_NGO708727,Community NGO 8728,Not Provided,Remote - North,10440,Mixed,20.5937,78.9629
NGO708728,USER_NGO708728,Community NGO 8729,Not Provided,Bengaluru - West,3425,Mixed,12.9716,77.5946
NGO700872,USER_NGO700872,Community NGO 873,Not Provided,Pune - East,520,Mixed,18.5204,73.8567
NGO708729,USER_NGO708729,Community NGO 8730,Not Provided,Delhi NCR - North,12280,Mixed,28.6139,77.209
NGO708730,USER_NGO708730,Community NGO 8731,Not Provided,Delhi NCR - West,7340,Mixed,28.6139,77.209
NGO708731,USER_NGO708731,Community NGO 8732,Not Provided,Bengaluru - Citywide,11225,Mixed,12.9716,77.5946
NGO708732,USER_NGO708732,Community NGO 8733,Not Provided,Mumbai - West,7945,Mixed,19.076,72.8777
NGO708734,USER_NGO708734,Community NGO 8735,Not Provided,Chennai - East,9750,Mixed,13.0827,80.2707
NGO708735,USER_NGO708735,Community NGO 8736,Not Provided,Kolkata - South,12220,Mixed,22.5726,88.3639
NGO708736,USER_NGO708736,Community NGO 8737,Not Provided,Mumbai - South,5095,Mixed,19.076,72.8777
NGO708737,USER_NGO708737,Community NGO 8738,Not Provided,Pune - Central,11620,Mixed,18.5204,73.8567
NGO708738,USER_NGO708738,Community NGO 8739,Not Provided,Hyderabad - East,10805,Mixed,17.385,78.4867
NGO708739,USER_NGO708739,Community NGO 8740,Not Provided,Bengaluru - Central,10175,Mixed,12.9716,77.5946
NGO708740,USER_NGO708740,Community NGO 8741,Not Provided,Jaipur - Central,380,Mixed,26.9124,75.7873
NGO708741,USER_NGO708741,Community NGO 8742,Not Provided,Pune - East,2735,Mixed,18.5204,73.8567
NGO708742,USER_NGO708742,Community NGO 8743,Not Provided,Kolkata - South,10425,Mixed,22.5726,88.3639
NGO708745,USER_NGO708745,Community NGO 8746,Not Provided,Chennai - Citywide,6850,Mixed,13.0827,80.2707
NGO708747,USER_NGO708747,Community NGO 8748,Not Provided,Mumbai - West,5630,Mixed,19.076,72.8777
NGO708748,USER_NGO708748,Community NGO 8749,Not Provided,Kolkata - Central,1795,Mixed,22.5726,88.3639
NGO700874,USER_NGO700874,Community NGO 875,Not Provided,Kolkata - East,11675,Mixed,22.5726,88.3639
NGO708749,USER_NGO708749,Community NGO 8750,Not Provided,Chennai - East,9885,Mixed,13.0827,80.2707
NGO708750,USER_NGO708750,Community NGO 8751,Not Provided,Jaipur - Central,5910,Mixed,26.9124,75.7873
NGO708751,USER_NGO708751,Community NGO 8752,Not Provided,Mumbai - East,11970,Mixed,19.076,72.8777
NGO708752,USER_NGO708752,Community NGO 8753,Not Provided,Remote - South,14155,Mixed,20.5937,78.9629
NGO708753,USER_NGO708753,Community NGO 8754,Not Provided,Delhi NCR - South,9720,Mixed,28.6139,77.209
NGO708755,USER_NGO708755,Community NGO 8756,Not Provided,Mumbai - Citywide,8375,Mixed,19.076,72.8777
NGO708756,USER_NGO708756,Community NGO 8757,Not Provided,Bengaluru - South,12305,Mixed,12.9716,77.5946
NGO708758,USER_NGO708758,Community NGO 8759,Not Provided,Kolkata - South,12935,Mixed,22.5726,88.3639
NGO708759,USER_NGO708759,Community NGO 8760,Not Provided,Jaipur - West,6010,Mixed,26.9124,75.7873
NGO708760,USER_NGO708760,Community NGO 8761,Not Provided,Hyderabad - Central,8175,Mixed,17.385,78.4867
NGO708761,USER_NGO708761,Community NGO 8762,Not Provided,Jaipur - Central,5330,Mixed,26.9124,75.7873
NGO708762,USER_NGO708762,Community NGO 8763,Not Provided,Delhi NCR - South,13060,Mixed,28.6139,77.209
NGO708763,USER_NGO708763,Community NGO 8764,Not Provided,Hyderabad - East,12610,Mixed,17.385,78.4867
NGO708764,USER_NGO708764,Community NGO 8765,Not Provided,Chennai - East,6855,Mixed,13.0827,80.2707
NGO708765,USER_NGO708765,Community NGO 8766,Not Provided,Remote - East,13555,Mixed,20.5937,78.9629
NGO708766,USER_NGO708766,Community NGO 8767,Not Provided,Delhi NCR - East,4095,Mixed,28.6139,77.209
NGO708767,USER_NGO708767,Community NGO 8768,Not Provided,Pune - West,11320,Mixed,18.5204,73.8567
NGO708768,USER_NGO708768,Community NGO 8769,Not Provided,Remote - Central,4500,Mixed,20.5937,78.9629
NGO700876,USER_NGO700876,Community NGO 877,Not Provided,Jaipur - East,8315,Mixed,26.9124,75.7873
NGO708769,USER_NGO708769,Community NGO 8770,Not Provided,Delhi NCR - Central,13130,Mixed,28.6139,77.209
NGO708770,USER_NGO708770,Community NGO 8771,Not Provided,Kolkata - East,2920,Mixed,22.5726,88.3639
NGO708771,USER_NGO708771,Community NGO 8772,Not Provided,Kolkata - Central,6750,Mixed,22.5726,88.3639
NGO708773,USER_NGO708773,Community NGO 8774,Not Provided,Jaipur - West,14980,Mixed,26.9124,75.7873
NGO708774,USER_NGO708774,Community NGO 8775,Not Provided,Kolkata - Central,12020,Mixed,22.5726,88.3639
NGO708775,USER_NGO708775,Community NGO 8776,Not Provided,Bengaluru - Central,425,Mixed,12.9716,77.5946
NGO708776,USER_NGO708776,Community NGO 8777,Not Provided,Hyderabad - North,1890,Mixed,17.385,78.4867
NGO708777,USER_NGO708777,Community NGO 8778,Not Provided,Pune - South,4825,Mixed,18.5204,73.8567
NGO708778,USER_NGO708778,Community NGO 8779,Not Provided,Delhi NCR - East,1395,Mixed,28.6139,77.209
NGO708779,USER_NGO708779,Community NGO 8780,Not Provided,Bengaluru - South,10580,Mixed,12.9716,77.5946
NGO708780,USER_NGO708780,Community NGO 8781,Not Provided,Chennai - South,8260,Mixed,13.0827,80.2707
NGO708781,USER_NGO708781,Community NGO 8782,Not Provided,Mumbai - East,7590,Mixed,19.076,72.8777
NGO708782,USER_NGO708782,Community NGO 8783,Not Provided,Bengaluru - East,4965,Mixed,12.9716,77.5946
NGO708783,USER_NGO708783,Community NGO 8784,Not Provided,Jaipur - East,14795,Mixed,26.9124,75.7873
NGO708784,USER_NGO708784,Community NGO 8785,Not Provided,Kolkata - Citywide,635,Mixed,22.5726,88.3639
NGO708785,USER_NGO708785,Community NGO 8786,Not Provided,Pune - Central,725,Mixed,18.5204,73.8567
NGO708787,USER_NGO708787,Community NGO 8788,Not Provided,Jaipur - West,12020,Mixed,26.9124,75.7873
NGO708788,USER_NGO708788,Community NGO 8789,Not Provided,Kolkata - West,4725,Mixed,22.5726,88.3639
NGO700878,USER_NGO700878,Community NGO 879,Not Provided,Remote - Central,14855,Mixed,20.5937,78.9629
NGO708790,USER_NGO708790,Community NGO 8791,Not Provided,Bengaluru - West,1015,Mixed,12.9716,77.5946
NGO708794,USER_NGO708794,Community NGO 8795,Not Provided,Mumbai - South,2850,Mixed,19.076,72.8777
NGO708795,USER_NGO708795,Community NGO 8796,Not Provided,Ahmedabad - Citywide,12220,Mixed,23.0225,72.5714
NGO708796,USER_NGO708796,Community NGO 8797,Not Provided,Jaipur - Citywide,995,Mixed,26.9124,75.7873
NGO708797,USER_NGO708797,Community NGO 8798,Not Provided,Pune - Central,12510,Mixed,18.5204,73.8567
NGO708798,USER_NGO708798,Community NGO 8799,Not Provided,Bengaluru - South,11350,Mixed,12.9716,77.5946
NGO700087,USER_NGO700087,Community NGO 88,Not Provided,Hyderabad - East,13445,Mixed,17.385,78.4867
NGO700879,USER_NGO700879,Community NGO 880,Not Provided,Remote - West,9075,Mixed,20.5937,78.9629
NGO708799,USER_NGO708799,Community NGO 8800,Not Provided,Hyderabad - West,12595,Mixed,17.385,78.4867
NGO708800,USER_NGO708800,Community NGO 8801,Not Provided,Ahmedabad - North,13780,Mixed,23.0225,72.5714
NGO708801,USER_NGO708801,Community NGO 8802,Not Provided,Remote - West,8560,Mixed,20.5937,78.9629
NGO708802,USER_NGO708802,Community NGO 8803,Not Provided,Ahmedabad - Citywide,3475,Mixed,23.0225,72.5714
NGO708803,USER_NGO708803,Community NGO 8804,Not Provided,Ahmedabad - West,1240,Mixed,23.0225,72.5714
NGO708804,USER_NGO708804,Community NGO 8805,Not Provided,Jaipur - West,11745,Mixed,26.9124,75.7873
NGO708805,USER_NGO708805,Community NGO 8806,Not Provided,Bengaluru - Central,13105,Mixed,12.9716,77.5946
NGO708806,USER_NGO708806,Community NGO 8807,Not Provided,Kolkata - South,9100,Mixed,22.5726,88.3639
NGO708807,USER_NGO708807,Community NGO 8808,Not Provided,Chennai - Central,2620,Mixed,13.0827,80.2707
NGO708808,USER_NGO708808,Community NGO 8809,Not Provided,Chennai - Citywide,865,Mixed,13.0827,80.2707
NGO708812,USER_NGO708812,Community NGO 8813,Not Provided,Mumbai - East,810,Mixed,19.076,72.8777
NGO708813,USER_NGO708813,Community NGO 8814,Not Provided,Chennai - North,11410,Mixed,13.0827,80.2707
NGO708814,USER_NGO708814,Community NGO 8815,Not Provided,Hyderabad - Central,4705,Mixed,17.385,78.4867
NGO708815,USER_NGO708815,Community NGO 8816,Not Provided,Chennai - Central,13290,Mixed,13.0827,80.2707
NGO708816,USER_NGO708816,Community NGO 8817,Not Provided,Mumbai - North,11210,Mixed,19.076,72.8777
NGO708817,USER_NGO708817,Community NGO 8818,Not Provided,Mumbai - West,4610,Mixed,19.076,72.8777
NGO708818,USER_NGO708818,Community NGO 8819,Not Provided,Pune - West,1975,Mixed,18.5204,73.8567
NGO708820,USER_NGO708820,Community NGO 8821,Not Provided,Jaipur - Central,4140,Mixed,26.9124,75.7873
NGO708821,USER_NGO708821,Community NGO 8822,Not Provided,Jaipur - North,14860,Mixed,26.9124,75.7873
NGO708822,USER_NGO708822,Community NGO 8823,Not Provided,Ahmedabad - North,12710,Mixed,23.0225,72.5714
NGO708823,USER_NGO708823,Community NGO 8824,Not Provided,Kolkata - Central,5660,Mixed,22.5726,88.3639
NGO708824,USER_NGO708824,Community NGO 8825,Not Provided,Hyderabad - West,3770,Mixed,17.385,78.4867
NGO708825,USER_NGO708825,Community NGO 8826,Not Provided,Pune - Central,14405,Mixed,18.5204,73.8567
NGO708826,USER_NGO708826,Community NGO 8827,Not Provided,Kolkata - West,3645,Mixed,22.5726,88.3639
NGO708827,USER_NGO708827,Community NGO 8828,Not Provided,Jaipur - Central,8215,Mixed,26.9124,75.7873
NGO708828,USER_NGO708828,Community NGO 8829,Not Provided,Kolkata - South,3140,Mixed,22.5726,88.3639
NGO700882,USER_NGO700882,Community NGO 883,Not Provided,Remote - Citywide,9005,Mixed,20.5937,78.9629
NGO708829,USER_NGO708829,Community NGO 8830,Not Provided,Remote - Central,1175,Mixed,20.5937,78.9629
NGO708830,USER_NGO708830,Community NGO 8831,Not Provided,Jaipur - Central,10895,Mixed,26.9124,75.7873
NGO708831,USER_NGO708831,Community NGO 8832,Not Provided,Chennai - East,11185,Mixed,13.0827,80.2707
NGO708832,USER_NGO708832,Community NGO 8833,Not Provided,Chennai - East,11900,Mixed,13.0827,80.2707
NGO708833,USER_NGO708833,Community NGO 8834,Not Provided,Pune - East,12475,Mixed,18.5204,73.8567
NGO708834,USER_NGO708834,Community NGO 8835,Not Provided,Delhi NCR - West,4740,Mixed,28.6139,77.209
NGO708835,USER_NGO708835,Community NGO 8836,Not Provided,Bengaluru - West,11500,Mixed,12.9716,77.5946
NGO708837,USER_NGO708837,Community NGO 8838,Not Provided,Kolkata - South,10740,Mixed,22.5726,88.3639
NGO708838,USER_NGO708838,Community NGO 8839,Not Provided,Ahmedabad - South,2485,Mixed,23.0225,72.5714
NGO700883,USER_NGO700883,Community NGO 884,Not Provided,Pune - Citywide,14705,Mixed,18.5204,73.8567
NGO708839,USER_NGO708839,Community NGO 8840,Not Provided,Remote - South,1540,Mixed,20.5937,78.9629
NGO708842,USER_NGO708842,Community NGO 8843,Not Provided,Jaipur - West,11525,Mixed,26.9124,75.7873
NGO708843,USER_NGO708843,Community NGO 8844,Not Provided,Remote - South,4485,Mixed,20.5937,78.9629
NGO708844,USER_NGO708844,Community NGO 8845,Not Provided,Hyderabad - Citywide,14255,Mixed,17.385,78.4867
NGO708845,USER_NGO708845,Community NGO 8846,Not Provided,Pune - Citywide,6940,Mixed,18.5204,73.8567
NGO708846,USER_NGO708846,Community NGO 8847,Not Provided,Hyderabad - East,10860,Mixed,17.385,78.4867
NGO708847,USER_NGO708847,Community NGO 8848,Not Provided,Jaipur - South,8600,Mixed,26.9124,75.7873
NGO708848,USER_NGO708848,Community NGO 8849,Not Provided,Pune - South,12200,Mixed,18.5204,73.8567
NGO708849,USER_NGO708849,Community NGO 8850,Not Provided,Jaipur - Central,13665,Mixed,26.9124,75.7873
NGO708850,USER_NGO708850,Community NGO 8851,Not Provided,Ahmedabad - West,485,Mixed,23.0225,72.5714
NGO708854,USER_NGO708854,Community NGO 8855,Not Provided,Bengaluru - Citywide,5650,Mixed,12.9716,77.5946
NGO708856,USER_NGO708856,Community NGO 8857,Not Provided,Ahmedabad - South,3990,Mixed,23.0225,72.5714
NGO708857,USER_NGO708857,Community NGO 8858,Not Provided,Pune - Central,2110,Mixed,18.5204,73.8567
NGO708858,USER_NGO708858,Community NGO 8859,Not Provided,Delhi NCR - North,13960,Mixed,28.6139,77.209
NGO708860,USER_NGO708860,Community NGO 8861,Not Provided,Mumbai - South,2505,Mixed,19.076,72.8777
NGO708861,USER_NGO708861,Community NGO 8862,Not Provided,Remote - South,13215,Mixed,20.5937,78.9629
NGO708862,USER_NGO708862,Community NGO 8863,Not Provided,Hyderabad - South,10270,Mixed,17.385,78.4867
NGO708863,USER_NGO708863,Community NGO 8864,Not Provided,Chennai - South,9855,Mixed,13.0827,80.2707
NGO708864,USER_NGO708864,Community NGO 8865,Not Provided,Delhi NCR - North,3950,Mixed,28.6139,77.209
NGO708866,USER_NGO708866,Community NGO 8867,Not Provided,Ahmedabad - East,11940,Mixed,23.0225,72.5714
NGO708868,USER_NGO708868,Community NGO 8869,Not Provided,Delhi NCR - Central,9225,Mixed,28.6139,77.209
NGO700886,USER_NGO700886,Community NGO 887,Not Provided,Bengaluru - West,675,Mixed,12.9716,77.5946
NGO708869,USER_NGO708869,Community NGO 8870,Not Provided,Kolkata - West,3870,Mixed,22.5726,88.3639
NGO708870,USER_NGO708870,Community NGO 8871,Not Provided,Pune - Citywide,1040,Mixed,18.5204,73.8567
NGO708871,USER_NGO708871,Community NGO 8872,Not Provided,Bengaluru - East,11800,Mixed,12.9716,77.5946
NGO708872,USER_NGO708872,Community NGO 8873,Not Provided,Bengaluru - Citywide,1600,Mixed,12.9716,77.5946
NGO708873,USER_NGO708873,Community NGO 8874,Not Provided,Remote - North,3145,Mixed,20.5937,78.9629
NGO708874,USER_NGO708874,Community NGO 8875,Not Provided,Hyderabad - Citywide,6315,Mixed,17.385,78.4867
NGO708875,USER_NGO708875,Community NGO 8876,Not Provided,Bengaluru - Central,5390,Mixed,12.9716,77.5946
NGO708876,USER_NGO708876,Community NGO 8877,Not Provided,Remote - East,7625,Mixed,20.5937,78.9629
NGO708879,USER_NGO708879,Community NGO 8880,Not Provided,Ahmedabad - Central,14420,Mixed,23.0225,72.5714
NGO708880,USER_NGO708880,Community NGO 8881,Not Provided,Remote - East,2445,Mixed,20.5937,78.9629
NGO708881,USER_NGO708881,Community NGO 8882,Not Provided,Jaipur - South,9105,Mixed,26.9124,75.7873
NGO708882,USER_NGO708882,Community NGO 8883,Not Provided,Remote - Central,2050,Mixed,20.5937,78.9629
NGO708883,USER_NGO708883,Community NGO 8884,Not Provided,Pune - North,10610,Mixed,18.5204,73.8567
NGO708884,USER_NGO708884,Community NGO 8885,Not Provided,Pune - Central,200,Mixed,18.5204,73.8567
NGO708886,USER_NGO708886,Community NGO 8887,Not Provided,Jaipur - East,2820,Mixed,26.9124,75.7873
NGO708887,USER_NGO708887,Community NGO 8888,Not Provided,Pune - East,11190,Mixed,18.5204,73.8567
NGO700888,USER_NGO700888,Community NGO 889,Not Provided,Ahmedabad - West,4420,Mixed,23.0225,72.5714
NGO708889,USER_NGO708889,Community NGO 8890,Not Provided,Kolkata - Citywide,1945,Mixed,22.5726,88.3639
NGO708890,USER_NGO708890,Community NGO 8891,Not Provided,Hyderabad - West,1425,Mixed,17.385,78.4867
NGO708891,USER_NGO708891,Community NGO 8892,Not Provided,Mumbai - West,7315,Mixed,19.076,72.8777
NGO708892,USER_NGO708892,Community NGO 8893,Not Provided,Hyderabad - East,6235,Mixed,17.385,78.4867
NGO708894,USER_NGO708894,Community NGO 8895,Not Provided,Delhi NCR - West,5820,Mixed,28.6139,77.209
NGO708895,USER_NGO708895,Community NGO 8896,Not Provided,Chennai - Central,6445,Mixed,13.0827,80.2707
NGO708897,USER_NGO708897,Community NGO 8898,Not Provided,Jaipur - Citywide,6070,Mixed,26.9124,75.7873
NGO708898,USER_NGO708898,Community NGO 8899,Not Provided,Jaipur - East,3675,Mixed,26.9124,75.7873
NGO700088,USER_NGO700088,Community NGO 89,Not Provided,Pune - South,720,Mixed,18.5204,73.8567
NGO708899,USER_NGO708899,Community NGO 8900,Not Provided,Pune - Central,6175,Mixed,18.5204,73.8567
NGO708900,USER_NGO708900,Community NGO 8901,Not Provided,Mumbai - East,2490,Mixed,19.076,72.8777
NGO708901,USER_NGO708901,Community NGO 8902,Not Provided,Remote - North,1740,Mixed,20.5937,78.9629
NGO708902,USER_NGO708902,Community NGO 8903,Not Provided,Pune - Central,8180,Mixed,18.5204,73.8567
NGO708903,USER_NGO708903,Community NGO 8904,Not Provided,Pune - West,6535,Mixed,18.5204,73.8567
NGO708906,USER_NGO708906,Community NGO 8907,Not Provided,Ahmedabad - Central,4250,Mixed,23.0225,72.5714
NGO708908,USER_NGO708908,Community NGO 8909,Not Provided,Jaipur - North,2540,Mixed,26.9124,75.7873
